x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
-1.678127342723363e39,-2.0080983035664958e39,1.5002725313404182e39,7.774444393493813e38,1.7383392008005336e39,-8.885632169427781e38,-1.6215581088055277e39,1.7724327076523832e39,-3.666453572736654e38,-1.9049632823524656e39,-6.287232777760281e38,6.7976204927374165e37,2.205756818356972e35,-1.6454001114466013e38,2.6671219313596336e38
-3.962795359528481e39,-4.74200165640358e39,3.5428020710129905e39,1.8358876219400378e39,4.10498198965011e39,-2.09828783734263e39,-3.8292105641708894e39,4.185491726487664e39,-8.65810647026838e38,-4.498454594707675e39,-1.4846916703919656e39,1.6052166160846687e38,5.208760182554425e35,-3.885511999123128e38,6.298245755138097e38
5.64092270225185e39,6.750099959970083e39,-5.043074602353414e39,-2.613332061289422e39,-5.84332119045065e39,2.986851054285411e39,5.450768672976423e39,-5.957924434140053e39,1.2324560043005047e39,6.403417877060148e39,2.1134149481679958e39,-2.284978665358413e38,-7.414517000911404e35,5.530912110569735e38,-8.96536768649774e38
